Entity,Management 1,Management 2,Management 3,Management 4,Management 5,Date,Amount
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,7/1/23,-242170
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Accessories,7/1/23,811150
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Laptops,7/1/23,3034880
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,7/1/23,1987140
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,7/1/23,559310
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,TVs,7/1/23,3700440
Apex Electronics AU,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,7/1/23,-213020
Apex Electronics AU,Income Statement,EBITDA,Opex,G&A,Other G&A,7/1/23,-106510
Apex Electronics AU,Income Statement,EBITDA,Opex,Logistics,Distribution,7/1/23,-213020
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Benefits,7/1/23,-106510
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Salaries & Wages,7/1/23,-1065100
Apex Electronics AU,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,7/1/23,-213020
Apex Electronics AU,Income Statement,EBITDA,Opex,Technology,IT & Cloud,7/1/23,-213020
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,8/1/23,-2715210
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,8/1/23,-1206760
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,8/1/23,-603380
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,8/1/23,-905070
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,8/1/23,-362030
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,8/1/23,-241350
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Accessories,8/1/23,799270
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Laptops,8/1/23,3123820
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,8/1/23,1927050
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,8/1/23,577183
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,TVs,8/1/23,3592040
Apex Electronics AU,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,8/1/23,-212300
Apex Electronics AU,Income Statement,EBITDA,Opex,G&A,Other G&A,8/1/23,-106150
Apex Electronics AU,Income Statement,EBITDA,Opex,Logistics,Distribution,8/1/23,-212300
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Benefits,8/1/23,-106150
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Salaries & Wages,8/1/23,-1061500
Apex Electronics AU,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,8/1/23,-212300
Apex Electronics AU,Income Statement,EBITDA,Opex,Technology,IT & Cloud,8/1/23,-212300
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,9/1/23,-2820900
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,9/1/23,-1253730
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,9/1/23,-626870
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,9/1/23,-940300
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,9/1/23,-376120
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,9/1/23,-250750
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Accessories,9/1/23,812870
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Laptops,9/1/23,3143990
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,9/1/23,1946020
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,9/1/23,651960
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,TVs,9/1/23,3749890
Apex Electronics AU,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,9/1/23,-220560
Apex Electronics AU,Income Statement,EBITDA,Opex,G&A,Other G&A,9/1/23,-110280
Apex Electronics AU,Income Statement,EBITDA,Opex,Logistics,Distribution,9/1/23,-220560
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Benefits,9/1/23,-110280
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Salaries & Wages,9/1/23,-1102820
Apex Electronics AU,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,9/1/23,-220560
Apex Electronics AU,Income Statement,EBITDA,Opex,Technology,IT & Cloud,9/1/23,-220560
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,10/1/23,-2901230
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,10/1/23,-1289430
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,10/1/23,-644720
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,10/1/23,-967080
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,10/1/23,-386830
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,10/1/23,-257890
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Accessories,10/1/23,839220
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Laptops,10/1/23,3056260
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,10/1/23,2018570
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,10/1/23,780200
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,TVs,10/1/23,3684560
Apex Electronics AU,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,10/1/23,-226840
Apex Electronics AU,Income Statement,EBITDA,Opex,G&A,Other G&A,10/1/23,-113420
Apex Electronics AU,Income Statement,EBITDA,Opex,Logistics,Distribution,10/1/23,-226840
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Benefits,10/1/23,-113420
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Salaries & Wages,10/1/23,-1134220
Apex Electronics AU,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,10/1/23,-226840
Apex Electronics AU,Income Statement,EBITDA,Opex,Technology,IT & Cloud,10/1/23,-226840
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,11/1/23,-3080050
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,11/1/23,-1368910
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,11/1/23,-684460
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,11/1/23,-1026680
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,11/1/23,-410670
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,11/1/23,-273780
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Accessories,11/1/23,817590
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Laptops,11/1/23,3294550
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,11/1/23,2039580
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,11/1/23,1017980
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,TVs,11/1/23,3469470
Apex Electronics AU,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,11/1/23,-240830
Apex Electronics AU,Income Statement,EBITDA,Opex,G&A,Other G&A,11/1/23,-120410
Apex Electronics AU,Income Statement,EBITDA,Opex,Logistics,Distribution,11/1/23,-240830
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Benefits,11/1/23,-120410
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Salaries & Wages,11/1/23,-1204140
Apex Electronics AU,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,11/1/23,-240830
Apex Electronics AU,Income Statement,EBITDA,Opex,Technology,IT & Cloud,11/1/23,-240830
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,12/1/23,-3288570
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,12/1/23,-1461590
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,12/1/23,-730790
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,12/1/23,-1096190
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,12/1/23,-438480
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,12/1/23,-292320
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Accessories,12/1/23,815870
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Laptops,12/1/23,3046460
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,12/1/23,1992860
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,12/1/23,1345407
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,TVs,12/1/23,3641820
Apex Electronics AU,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,12/1/23,-257130
Apex Electronics AU,Income Statement,EBITDA,Opex,G&A,Other G&A,12/1/23,-128570
Apex Electronics AU,Income Statement,EBITDA,Opex,Logistics,Distribution,12/1/23,-257130
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Benefits,12/1/23,-128570
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Salaries & Wages,12/1/23,-1285660
Apex Electronics AU,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,12/1/23,-257130
Apex Electronics AU,Income Statement,EBITDA,Opex,Technology,IT & Cloud,12/1/23,-257130
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,1/1/24,-2755040
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,1/1/24,-1224460
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,1/1/24,-612230
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,1/1/24,-918350
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,1/1/24,-367340
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,1/1/24,-244890
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Accessories,1/1/24,841320
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Laptops,1/1/24,3282730
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,1/1/24,2062870
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,1/1/24,396157
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,TVs,1/1/24,4068180
Apex Electronics AU,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,1/1/24,-211710
Apex Electronics AU,Income Statement,EBITDA,Opex,G&A,Other G&A,1/1/24,-105850
Apex Electronics AU,Income Statement,EBITDA,Opex,Logistics,Distribution,1/1/24,-211710
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Benefits,1/1/24,-105850
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Salaries & Wages,1/1/24,-1058530
Apex Electronics AU,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,1/1/24,-211710
Apex Electronics AU,Income Statement,EBITDA,Opex,Technology,IT & Cloud,1/1/24,-211710
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,2/1/24,-2772050
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,2/1/24,-1232020
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,2/1/24,-616010
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,2/1/24,-924020
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,2/1/24,-369610
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,2/1/24,-246400
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Accessories,2/1/24,861220
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Laptops,2/1/24,3334200
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,2/1/24,2115870
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,2/1/24,400187
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,TVs,2/1/24,4002390
Apex Electronics AU,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,2/1/24,-213010
Apex Electronics AU,Income Statement,EBITDA,Opex,G&A,Other G&A,2/1/24,-106510
Apex Electronics AU,Income Statement,EBITDA,Opex,Logistics,Distribution,2/1/24,-213010
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Benefits,2/1/24,-106510
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Salaries & Wages,2/1/24,-1065070
Apex Electronics AU,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,2/1/24,-213010
Apex Electronics AU,Income Statement,EBITDA,Opex,Technology,IT & Cloud,2/1/24,-213010
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,3/1/24,-2855970
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,3/1/24,-1269320
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,3/1/24,-634660
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,3/1/24,-951990
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,3/1/24,-380800
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,3/1/24,-253860
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Accessories,3/1/24,875690
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Laptops,3/1/24,3561330
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,3/1/24,2205120
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,3/1/24,433327
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,TVs,3/1/24,3920670
Apex Electronics AU,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,3/1/24,-219460
Apex Electronics AU,Income Statement,EBITDA,Opex,G&A,Other G&A,3/1/24,-109730
Apex Electronics AU,Income Statement,EBITDA,Opex,Logistics,Distribution,3/1/24,-219460
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Benefits,3/1/24,-109730
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Salaries & Wages,3/1/24,-1097310
Apex Electronics AU,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,3/1/24,-219460
Apex Electronics AU,Income Statement,EBITDA,Opex,Technology,IT & Cloud,3/1/24,-219460
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,4/1/24,-2813370
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,4/1/24,-1250390
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,4/1/24,-625190
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,4/1/24,-937790
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,4/1/24,-375120
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,4/1/24,-250080
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Accessories,4/1/24,893830
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Laptops,4/1/24,3283480
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,4/1/24,2163930
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,4/1/24,463723
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,TVs,4/1/24,3953460
Apex Electronics AU,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,4/1/24,-216190
Apex Electronics AU,Income Statement,EBITDA,Opex,G&A,Other G&A,4/1/24,-108090
Apex Electronics AU,Income Statement,EBITDA,Opex,Logistics,Distribution,4/1/24,-216190
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Benefits,4/1/24,-108090
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Salaries & Wages,4/1/24,-1080940
Apex Electronics AU,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,4/1/24,-216190
Apex Electronics AU,Income Statement,EBITDA,Opex,Technology,IT & Cloud,4/1/24,-216190
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,5/1/24,-3500150
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,5/1/24,-1555620
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,5/1/24,-777810
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,5/1/24,-1166710
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,5/1/24,-466690
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,5/1/24,-311120
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Accessories,5/1/24,1011990
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Laptops,5/1/24,4266350
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,5/1/24,2646410
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,5/1/24,675483
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,TVs,5/1/24,4587300
Apex Electronics AU,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,5/1/24,-268960
Apex Electronics AU,Income Statement,EBITDA,Opex,G&A,Other G&A,5/1/24,-134480
Apex Electronics AU,Income Statement,EBITDA,Opex,Logistics,Distribution,5/1/24,-268960
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Benefits,5/1/24,-134480
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Salaries & Wages,5/1/24,-1344810
Apex Electronics AU,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,5/1/24,-268960
Apex Electronics AU,Income Statement,EBITDA,Opex,Technology,IT & Cloud,5/1/24,-268960
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,6/1/24,-2973000
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,6/1/24,-1321330
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,6/1/24,-660670
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,6/1/24,-991000
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,6/1/24,-396400
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,6/1/24,-264270
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Accessories,6/1/24,912340
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Laptops,6/1/24,3463730
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,6/1/24,2057150
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,6/1/24,650353
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,TVs,6/1/24,3964620
Apex Electronics AU,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,6/1/24,-228450
Apex Electronics AU,Income Statement,EBITDA,Opex,G&A,Other G&A,6/1/24,-114230
Apex Electronics AU,Income Statement,EBITDA,Opex,Logistics,Distribution,6/1/24,-228450
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Benefits,6/1/24,-114230
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Salaries & Wages,6/1/24,-1142270
Apex Electronics AU,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,6/1/24,-228450
Apex Electronics AU,Income Statement,EBITDA,Opex,Technology,IT & Cloud,6/1/24,-228450
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,7/1/24,-2856700
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,7/1/24,-1269640
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,7/1/24,-634820
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,7/1/24,-952230
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,7/1/24,-380890
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,7/1/24,-253930
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Accessories,7/1/24,838160
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Laptops,7/1/24,3254220
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,7/1/24,2038910
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,7/1/24,591197
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,TVs,7/1/24,3960940
Apex Electronics AU,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,7/1/24,-219520
Apex Electronics AU,Income Statement,EBITDA,Opex,G&A,Other G&A,7/1/24,-109760
Apex Electronics AU,Income Statement,EBITDA,Opex,Logistics,Distribution,7/1/24,-219520
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Benefits,7/1/24,-109760
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Salaries & Wages,7/1/24,-1097590
Apex Electronics AU,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,7/1/24,-219520
Apex Electronics AU,Income Statement,EBITDA,Opex,Technology,IT & Cloud,7/1/24,-219520
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,8/1/24,-3004720
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,8/1/24,-1335430
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,8/1/24,-667720
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,8/1/24,-1001570
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,8/1/24,-400630
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,8/1/24,-267090
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Accessories,8/1/24,907160
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Laptops,8/1/24,3505360
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,8/1/24,2187500
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,8/1/24,604607
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,TVs,8/1/24,4066840
Apex Electronics AU,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,8/1/24,-230890
Apex Electronics AU,Income Statement,EBITDA,Opex,G&A,Other G&A,8/1/24,-115450
Apex Electronics AU,Income Statement,EBITDA,Opex,Logistics,Distribution,8/1/24,-230890
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Benefits,8/1/24,-115450
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Salaries & Wages,8/1/24,-1154460
Apex Electronics AU,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,8/1/24,-230890
Apex Electronics AU,Income Statement,EBITDA,Opex,Technology,IT & Cloud,8/1/24,-230890
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,9/1/24,-2980060
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,9/1/24,-1324470
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,9/1/24,-662240
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,9/1/24,-993350
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,9/1/24,-397340
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,9/1/24,-264890
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Accessories,9/1/24,850560
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Laptops,9/1/24,3294840
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Mobile Devices,9/1/24,2195330
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Smart Home Devices,9/1/24,666853
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,TVs,9/1/24,4036940
Apex Electronics AU,Income Statement,EBITDA,Opex,Facilities,Rent & Utilities,9/1/24,-229000
Apex Electronics AU,Income Statement,EBITDA,Opex,G&A,Other G&A,9/1/24,-114500
Apex Electronics AU,Income Statement,EBITDA,Opex,Logistics,Distribution,9/1/24,-229000
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Benefits,9/1/24,-114500
Apex Electronics AU,Income Statement,EBITDA,Opex,People,Salaries & Wages,9/1/24,-1602980
Apex Electronics AU,Income Statement,EBITDA,Opex,Sales & Marketing,Marketing,9/1/24,-229000
Apex Electronics AU,Income Statement,EBITDA,Opex,Technology,IT & Cloud,9/1/24,-229000
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Components,10/1/24,-3088560
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Direct Labor,10/1/24,-1372690
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Freight & Duty,10/1/24,-686350
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Manufacturing Overheads,10/1/24,-1029520
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Packaging,10/1/24,-411810
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Cost of Goods Sold,Warranty Provision,10/1/24,-274540
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Accessories,10/1/24,848820
Apex Electronics AU,Income Statement,EBITDA,Gross Profit,Sales,Laptops,10/1/24,3543590
